@relation 'traindata2-weka.filters.unsupervised.attribute.Remove-R3-4,8-9-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R3'

@attribute senteces string
@attribute fox string
@attribute foxsc numeric

@data
'Sinclair announces affiliation agreement renewals with Fox ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Sinclair_Broadcast_Group>        rdfs:label  \"Sinclair\" .<http://dbpedia.org/resource/Fox>        rdfs:label  \"Fox\" . ',33.33
'     \"Kim Jong-un became the supreme leader of North Korea in 2011. succeeding his father Kim Jong-il ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Kim_Jong-un>        rdfs:label  \"Kim Jong-un\" .<http://dbpedia.org/resource/Kim_Jong-il>        rdfs:label  \"Kim Jong-il\" .<http://dbpedia.org/resource/North_Korea>        rdfs:label  \"North Korea\" . ',33.33
'Rahul Dravids elder son Samit has attracted attention by scoring a century in the Karnataka State Cricket Associations (KSCA) BTR Cup Under-14 Inter- School tournament ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/KSCA>        rdfs:label  \"KSCA\" .<http://dbpedia.org/resource/Sami_people>        rdfs:label  \"Samit\" .<http://dbpedia.org/resource/Karnataka>        rdfs:label  \"Karnataka\" . ',16.67
'Backstreet Boys member AJ McLean said. We are reaching out to people who we were always inspired by or who may have been fans and we didn\'t even know ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/McLean\%2C_Texas>        rdfs:label  \"McLean\" . ',0
'Ryan Lochte is headed back to the University of Florida. Beginning in September. Lochte will again be training in Gainesville under Gregg Troy. Ryan achieved his greatest success as a swimmer during his time at the University of Florida ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Ryan_Lochte>        rdfs:label  \"Ryan Lochte\" . \"Lochte\" .<http://dbpedia.org/resource/Gainesville\%2C_Florida>        rdfs:label      \"Gainesville\" ;        dbo:leaderName  <http://dbpedia.org/resource/Gregg_Troy> .<http://dbpedia.org/resource/Broken_Frames>        rdfs:label  \"Ryan\" .<http://dbpedia.org/resource/Gregg_Troy>        rdfs:label  \"Gregg Troy\" .<http://dbpedia.org/resource/University_of_Florida>        rdfs:label  \"University of Florida\" . ',33.33
'Nokia. a brand born in 1865 in a paper mill in South west Finland is today considered to be one of the most successful and important Fortune 500 organisations ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Finland>        rdfs:label  \"Finland\" .<http://dbpedia.org/resource/South>        rdfs:label  \"South\" .<http://dbpedia.org/resource/Nokia>        rdfs:label  \"Nokia\" . ',33.33
'David Foster Wallace. one of the sports finest chroniclers. once described Johanna Kontas new coach. Michael Joyce. as a world-class tennis player ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Michael_Joyce_\%28tennis\%29>        rdfs:label  \"Michael Joyce\" .<http://dbpedia.org/resource/Johanna_Konta>        rdfs:label  \"Johanna Kontas\" .<http://dbpedia.org/resource/David_Foster_Wallace>        rdfs:label  \"David Foster Wallace\" . ',33.33
'One fine day. when Moumita was reading about India s first lunar probe. Chandrayaan 1. in the Anandabazar Patrika in her hometown of Kolkata. she thought How lucky those people are to have the opportunity to be part of this ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://aksw.org/notinwiki/Moumita>        rdfs:label  \"Moumita\" .<http://dbpedia.org/resource/Kolkata>        rdfs:label  \"Kolkata\" .<http://dbpedia.org/resource/Chandrayaan_programme>        rdfs:label  \"Chandrayaan\" .<http://dbpedia.org/resource/India>        rdfs:label  \"India\" . ',33.33
'Serbia grants citizenship to actor Ralph Fiennes ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Ralph_Fiennes>        rdfs:label  \"Ralph Fiennes\" .<http://dbpedia.org/resource/Serbia>        rdfs:label  \"Serbia\" . ',33.33
'Xi Jinping became president of China in 2012. ushering in an era of increased assertiveness and authoritarianism ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Xi_Jinping>        rdfs:label      \"Xi Jinping\" ;        dbo:birthPlace  <http://dbpedia.org/resource/China> ;        dbo:deathPlace  <http://dbpedia.org/resource/China> ;        dbo:education   <http://dbpedia.org/resource/China> ;        dbo:knownFor    <http://dbpedia.org/resource/China> .<http://dbpedia.org/resource/China>        rdfs:label  \"China\" . ',55.56
'Sunday Mirror reporter Alan Selby spent five weeks working at the online shop\'s warehouse in Essex and finished his last shift on Black Friday ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Sunday_Mirror>        rdfs:label  \"Sunday Mirror\" .<http://aksw.org/notinwiki/AlanSelby>        rdfs:label  \"Alan Selby\" .<http://dbpedia.org/resource/Essex>        rdfs:label  \"Essex\" . ',33.33
'BHEL commissions 270 MW thermal unit in Nashik district of Maharashtra ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Bharat_Heavy_Electricals>        rdfs:label  \"BHEL\" .<http://dbpedia.org/resource/Nashik>        rdfs:label  \"Nashik\" .<http://dbpedia.org/resource/Maharashtra>        rdfs:label  \"Maharashtra\" . ',33.33
'Born in 1981 in Switzerland. Roger Federer was among his country\'s top junior tennis players by age 11 ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Switzerland>        rdfs:label  \"Switzerland\" .<http://dbpedia.org/resource/Roger_Federer>        rdfs:label  \"Roger Federer\" ;        <http://ns.aksw.org/fox/ontology#livein>                <http://dbpedia.org/resource/Switzerland> . ',66.67
'Rafael Nadal\'s uncle. Toni Nadal. will step down as his coach after this year\'s ATP Tour ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Rafael_Nadal>        rdfs:label  \"Rafael Nadal\" .<http://dbpedia.org/resource/Toni_Nadal>        rdfs:label  \"Toni Nadal\" . ',33.33
'Dr APJ Abdul Kalam who was buried with full state honours at a public ground in Tamil Nadu\'s Rameswaram town where he was born. Dr Kalam died on Monday in Shillong after a massive cardiac arrest while delivering a lecture ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Kalam>        rdfs:label  \"Kalam\" .<http://dbpedia.org/resource/Tamil_Nadu>        rdfs:label  \"Tamil Nadu\" .<http://dbpedia.org/resource/Shillong>        rdfs:label  \"Shillong\" .<http://dbpedia.org/resource/A._P._J._Abdul_Kalam>        rdfs:label  \"Abdul Kalam\" .<http://dbpedia.org/resource/Rameswaram>        rdfs:label  \"Rameswaram\" . ',33.33
'Kungsleden signs new lease agreement with existing tenant Forsakringskassan ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> . ',0
'John McCarthy. a professor emeritus of computer science at Stanford. the man who coined the term artificial intelligence and subsequently went on to define the field for more than five decades ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Stanford_University>        rdfs:label  \"Stanford\" .<http://dbpedia.org/resource/John_McCarthy_\%28computer_scientist\%29>        rdfs:label  \"John McCarthy\" ;        <http://ns.aksw.org/fox/ontology#workfor>                <http://dbpedia.org/resource/Stanford_University> . ',66.67
'Bastian Schweinsteiger joins Chicago Fire from Manchester United ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Manchester_United_F.C.>        rdfs:label  \"Manchester United\" .<http://dbpedia.org/resource/Bastian_Schweinsteiger>        rdfs:label  \"Bastian Schweinsteiger\" .<http://dbpedia.org/resource/Chicago>        rdfs:label  \"Chicago\" . ',33.33
'Barack Hussein Obama II was born on August 4. 1961. in Honolulu. Hawaii ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Honolulu>        rdfs:label  \"Honolulu\" .<http://dbpedia.org/resource/Barack_Obama>        rdfs:label  \"Barack Hussein Obama II\" .<http://dbpedia.org/resource/Hawaii>        rdfs:label  \"Hawaii\" . ',33.33
'Shields. who died this summer in Winnipeg. rose to fame as lead singer with his band Streetheart in the 1970s and 80s ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Winnipeg>        rdfs:label  \"Winnipeg\" . ',22.22
'Roger Federer credits coach Ivan Ljubicic s clarity and desire for contributing to his success this season ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Ivan_Ljubi\%C4\%8Di\%C4\%87>        rdfs:label  \"Ivan Ljubicic\" .<http://dbpedia.org/resource/Roger_Federer>        rdfs:label  \"Roger Federer\" . ',33.33
'Thousands of Indians have taken to the streets to mourn the death of Jayalalithaa Jayaram. chief minister of India\'s southern Tamil Nadu state. who died at the age of 68 after a prolonged illness.Jayalalithaa. one of the countrys most popular political leaders. died late on Monday evening at the private Apollo Hospital in the state capital. Chennai. where she suffered a heart attack on Sunday ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Tamil_Nadu>        rdfs:label  \"Tamil Nadu\" .<http://dbpedia.org/resource/Jayalalithaa>        rdfs:label  \"Jayalalithaa Jayaram\" .<http://dbpedia.org/resource/Chennai>        rdfs:label  \"Chennai\" .<http://dbpedia.org/resource/India>        rdfs:label  \"India\" .<http://dbpedia.org/resource/Apollo_\%28ballet\%29>        rdfs:label  \"Apollo\" . ',31.37
'Camila was born in Cuba. and lived in the capital of Havana and neighbouring Mexico before moving to the United States when she was five ','  @prefix schema: <http://schema.org/> .@prefix xsd:   <http://www.w3.org/2001/XMLSchema#> .@prefix its:   <http://www.w3.org/2005/11/its/rdf#> .@prefix rdfs:  <http://www.w3.org/2000/01/rdf-schema#> .@prefix nif:   <http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#> .@prefix dbo:   <http://dbpedia.org/ontology/> .@prefix foxo:  <http://www.w3.org/2001/XMLSchema#> .@prefix oa:    <http://www.w3.org/ns/oa#> .@prefix foxr:  <http://ns.aksw.org/fox/resource#> .@prefix rdf:   <http://www.w3.org/1999/02/22-rdf-syntax-ns#> .@prefix dbr:   <http://learningsparql.com/ns/addressbook#> .@prefix prov:  <http://www.w3.org/ns/prov#> .@prefix foaf:  <http://xmlns.com/foaf/0.1/> .<http://dbpedia.org/resource/Havana>        rdfs:label  \"Havana\" .<http://dbpedia.org/resource/United_States>        rdfs:label  \"United States\" .<http://dbpedia.org/resource/Cuba>        rdfs:label  \"Cuba\" .<http://dbpedia.org/resource/Mexico>        rdfs:label  \"Mexico\" .<http://dbpedia.org/resource/Camila_\%28band\%29>        rdfs:label      \"Camila\" ;        dbo:birthPlace  <http://dbpedia.org/resource/Cuba> ;        dbo:deathPlace  <http://dbpedia.org/resource/Cuba> ;        <http://ns.aksw.org/fox/ontology#livein>                <http://dbpedia.org/resource/Cuba> . ',30
